"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","temperature","ontology","gene_count","cluster","direction"
"cluster8_35","283","30",7.61,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0044706"">GO:0044706</a>","multi-multicellular organism process","A multicellular organism process which involves another multicellular organism of the same or different species.",1.085026e-05,4.96,"GO:0044706","35","BP",14,"cluster8","up"
"cluster8_35","284","30",9.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007310"">GO:0007310</a>","oocyte dorsal/ventral axis specification","The establishment, maintenance and elaboration of the dorsal/ventral axis of the oocyte. An example of this is found in Drosophila melanogaster.",0.00916631,2.04,"GO:0007310","35","BP",4,"cluster8","up"
"cluster8_35","285","30",5.35,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007292"">GO:0007292</a>","female gamete generation","Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction.",0.007058594,2.15,"GO:0007292","35","BP",33,"cluster8","up"
"cluster8_35","286","30",10.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0044849"">GO:0044849</a>","estrous cycle","A type of ovulation cycle, which occurs in most mammalian therian females, where the endometrium is resorbed if pregnancy does not occur.",0.005050244,2.3,"GO:0044849","35","BP",4,"cluster8","up"
"cluster8_35","287","31",6.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007611"">GO:0007611</a>","learning or memory","The acquisition and processing of information and/or the storage and retrieval of this information over time.",0.00519843,2.28,"GO:0007611","35","BP",18,"cluster8","up"
"cluster8_35","288","31",7.59,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007612"">GO:0007612</a>","learning","Any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience.",0.001489079,2.83,"GO:0007612","35","BP",13,"cluster8","up"
"cluster8_35","289","31",5.31,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050877"">GO:0050877</a>","nervous system process","A organ system process carried out by any of the organs or tissues of neurological system.",0.00143706,2.84,"GO:0050877","35","BP",35,"cluster8","up"
"cluster8_35","290","31",6.41,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050890"">GO:0050890</a>","cognition","The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory.",0.002469602,2.61,"GO:0050890","35","BP",20,"cluster8","up"
"cluster8_35","291","30",6.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090130"">GO:0090130</a>","tissue migration","The process in which the population of cells that make up a tissue undergo directed movement.",0.0002632666,3.58,"GO:0090130","35","BP",14,"cluster8","up"
"cluster8_35","292","30",6.26,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090132"">GO:0090132</a>","epithelium migration","The process in which the population of cells that make up an epithelium undergo directed movement.",0.0002191776,3.66,"GO:0090132","35","BP",12,"cluster8","up"
"cluster8_35","293","30",7.87,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0022404"">GO:0022404</a>","molting cycle process","A multicellular organismal process involved in the periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin.",0.004703682,2.33,"GO:0022404","35","BP",6,"cluster8","up"
"cluster8_35","294","30",7.23,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042303"">GO:0042303</a>","molting cycle","The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc.",0.004518658,2.34,"GO:0042303","35","BP",8,"cluster8","up"
"cluster8_35","295","30",4.46,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0003008"">GO:0003008</a>","system process","A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective.",7.504857e-05,4.12,"GO:0003008","35","BP",47,"cluster8","up"
"cluster8_35","296","30",1.81,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032501"">GO:0032501</a>","multicellular organismal process","Any biological process, occurring at the level of a multicellular organism, pertinent to its function.",0.000267396,3.57,"GO:0032501","35","BP",151,"cluster8","up"
"cluster8_35","297","32",9.43,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0099072"">GO:0099072</a>","regulation of postsynaptic membrane neurotransmitter receptor levels","Any process that regulates the the local concentration of neurotransmitter receptor at the postsynaptic membrane.",0.0003878147,3.41,"GO:0099072","35","BP",5,"cluster8","up"
"cluster8_35","298","32",7.61,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031647"">GO:0031647</a>","regulation of protein stability","Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation.",0.008414179,2.07,"GO:0031647","35","BP",15,"cluster8","up"
"cluster8_35","299","32",5.78,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010817"">GO:0010817</a>","regulation of hormone levels","Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action.",0.006764032,2.17,"GO:0010817","35","BP",21,"cluster8","up"
"cluster8_35","300","32",4.09,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0065008"">GO:0065008</a>","regulation of biological quality","Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc.",0.007333939,2.13,"GO:0065008","35","BP",94,"cluster8","up"
"cluster8_35","301","33",7.53,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0043393"">GO:0043393</a>","regulation of protein binding","Any process that modulates the frequency, rate or extent of protein binding.",0.005022882,2.3,"GO:0043393","35","BP",13,"cluster8","up"
"cluster8_35","302","33",6.41,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051098"">GO:0051098</a>","regulation of binding","Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule.",0.001803432,2.74,"GO:0051098","35","BP",18,"cluster8","up"
"cluster8_35","303","33",5.18,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0043085"">GO:0043085</a>","positive regulation of catalytic activity","Any process that activates or increases the activity of an enzyme.",0.009799904,2.01,"GO:0043085","35","BP",41,"cluster8","up"
"cluster8_35","304","33",4.84,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0044093"">GO:0044093</a>","positive regulation of molecular function","Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding.",0.00419695,2.38,"GO:0044093","35","BP",49,"cluster8","up"
"cluster8_35","305","33",3.72,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0065009"">GO:0065009</a>","regulation of molecular function","Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding.",0.006173532,2.21,"GO:0065009","35","BP",71,"cluster8","up"
"cluster8_35","306","34",2.94,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0023052"">GO:0023052</a>","signaling","The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered.",6.703097e-06,5.17,"GO:0023052","35","BP",99,"cluster8","up"
"cluster8_35","307","34",4.98,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0023057"">GO:0023057</a>","negative regulation of signaling","Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process.",0.001088676,2.96,"GO:0023057","35","BP",51,"cluster8","up"
"cluster8_35","308","34",3.5,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0023051"">GO:0023051</a>","regulation of signaling","Any process that modulates the frequency, rate or extent of a signaling process.",2.192747e-06,5.66,"GO:0023051","35","BP",98,"cluster8","up"
"cluster8_35","309","34",4.91,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0023056"">GO:0023056</a>","positive regulation of signaling","Any process that activates, maintains or increases the frequency, rate or extent of a signaling process.",0.0001138225,3.94,"GO:0023056","35","BP",56,"cluster8","up"
"cluster8_35","310","34",4.71,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0040011"">GO:0040011</a>","locomotion","Self-propelled movement of a cell or organism from one location to another.",5.756145e-06,5.24,"GO:0040011","35","BP",53,"cluster8","up"
"cluster8_35","311","34",5.08,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0040012"">GO:0040012</a>","regulation of locomotion","Any process that modulates the frequency, rate or extent of locomotion of a cell or organism.",4.967936e-06,5.3,"GO:0040012","35","BP",40,"cluster8","up"
"cluster8_35","312","34",6.18,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0040017"">GO:0040017</a>","positive regulation of locomotion","Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism.",4.924087e-05,4.31,"GO:0040017","35","BP",25,"cluster8","up"
"cluster8_35","313","34",5.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051241"">GO:0051241</a>","negative regulation of multicellular organismal process","Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs.",6.915815e-05,4.16,"GO:0051241","35","BP",44,"cluster8","up"
"cluster8_35","314","34",3.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051239"">GO:0051239</a>","regulation of multicellular organismal process","Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs.",0.0004601801,3.34,"GO:0051239","35","BP",84,"cluster8","up"
"cluster8_35","315","34",5.01,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051240"">GO:0051240</a>","positive regulation of multicellular organismal process","Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs.",0.000239133,3.62,"GO:0051240","35","BP",52,"cluster8","up"
"cluster8_35","316","34",7.15,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050792"">GO:0050792</a>","regulation of viral process","Any process that modulates the rate or extent of the viral life cycle, the set of processes by which a virus reproduces and spreads among hosts.",0.009584624,2.02,"GO:0050792","35","BP",9,"cluster8","up"
"cluster8_35","317","34",6.27,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2000241"">GO:2000241</a>","regulation of reproductive process","NA",0.004579349,2.34,"GO:2000241","35","BP",17,"cluster8","up"
