"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","cluster","direction","temperature","ontology"
"blue_35","28","4",3.4,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007399"">GO:0007399</a>","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.",0.001473168,2.83,"GO:0007399","blue","up","35","BP"
"blue_35","29","4",2.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048731"">GO:0048731</a>","system development","The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process.",0.006344078,2.2,"GO:0048731","blue","up","35","BP"
"blue_35","30","4",6.07,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007552"">GO:0007552</a>","metamorphosis","A biological process in which an animal physically develops after birth or hatching, involving a conspicuous and relatively abrupt change in the animal's form or structure. Examples include the change from tadpole to frog, and the change from larva to adult. An example of this is found in Drosophila melanogaster.",0.007778528,2.11,"GO:0007552","blue","up","35","BP"
"blue_35","31","4",8.04,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042335"">GO:0042335</a>","cuticle development","The chemical reactions and pathways resulting in the formation of a cuticle, the outer layer of some animals and plants, which acts to prevent water loss.",0.009671535,2.01,"GO:0042335","blue","up","35","BP"
"blue_35","32","4",2.28,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007275"">GO:0007275</a>","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).",0.001666192,2.78,"GO:0007275","blue","up","35","BP"
"blue_35","33","4",5.03,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009791"">GO:0009791</a>","post-embryonic development","The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development.",0.006400067,2.19,"GO:0009791","blue","up","35","BP"
"blue_35","34","5",5.78,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090596"">GO:0090596</a>","sensory organ morphogenesis","Morphogenesis of a sensory organ. A sensory organ is defined as a tissue or set of tissues that work together to receive and transmit signals from external or internal stimuli. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.",0.006397472,2.19,"GO:0090596","blue","up","35","BP"
"blue_35","35","5",7.61,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042471"">GO:0042471</a>","ear morphogenesis","The process in which the anatomical structures of the ear are generated and organized. The ear is the sense organ in vertebrates that is specialized for the detection of sound, and the maintenance of balance. Includes the outer ear and middle ear, which collect and transmit sound waves; and the inner ear, which contains the organs of balance and (except in fish) hearing. Also includes the pinna, the visible part of the outer ear, present in some mammals.",0.001199611,2.92,"GO:0042471","blue","up","35","BP"
"blue_35","36","5",8.19,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042472"">GO:0042472</a>","inner ear morphogenesis","The process in which the anatomical structures of the inner ear are generated and organized. The inner ear is the structure in vertebrates that contains the organs of balance and hearing. It consists of soft hollow sensory structures (the membranous labyrinth) containing fluid (endolymph) surrounded by fluid (perilymph) and encased in a bony cavity (the bony labyrinth). It consists of two chambers, the sacculus and utriculus, from which arise the cochlea and semicircular canals respectively.",0.002967473,2.53,"GO:0042472","blue","up","35","BP"
"blue_35","37","5",8.19,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007435"">GO:0007435</a>","salivary gland morphogenesis","The process in which the anatomical structures of the salivary gland are generated and organized.",0.006156543,2.21,"GO:0007435","blue","up","35","BP"
"blue_35","38","5",7.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007431"">GO:0007431</a>","salivary gland development","The process whose specific outcome is the progression of the salivary gland over time, from its formation to the mature structure. Salivary glands include any of the saliva-secreting exocrine glands of the oral cavity.",0.003791585,2.42,"GO:0007431","blue","up","35","BP"
"blue_35","39","5",5.83,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048732"">GO:0048732</a>","gland development","The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion.",0.004680793,2.33,"GO:0048732","blue","up","35","BP"
"blue_35","40","5",9.91,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007522"">GO:0007522</a>","visceral muscle development","The process whose specific outcome is the progression of the visceral muscle over time, from its formation to the mature structure.",0.003912191,2.41,"GO:0007522","blue","up","35","BP"
"blue_35","41","5",7.1,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060538"">GO:0060538</a>","skeletal muscle organ development","The progression of a skeletal muscle organ over time from its initial formation to its mature state. A skeletal muscle organ includes the skeletal muscle tissue and its associated connective tissue.",0.008032212,2.1,"GO:0060538","blue","up","35","BP"
"blue_35","42","5",6.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0043583"">GO:0043583</a>","ear development","The process whose specific outcome is the progression of the ear over time, from its formation to the mature structure. The ear is the sense organ in vertebrates that is specialized for the detection of sound, and the maintenance of balance. Includes the outer ear and middle ear, which collect and transmit sound waves; and the inner ear, which contains the organs of balance and (except in fish) hearing. Also includes the pinna, the visible part of the outer ear, present in some mammals.",0.002801138,2.55,"GO:0043583","blue","up","35","BP"
"blue_35","43","5",6.89,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048839"">GO:0048839</a>","inner ear development","The process whose specific outcome is the progression of the inner ear over time, from its formation to the mature structure.",0.006621336,2.18,"GO:0048839","blue","up","35","BP"
"blue_35","44","5",4.97,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007423"">GO:0007423</a>","sensory organ development","The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure.",0.003760706,2.42,"GO:0007423","blue","up","35","BP"
"blue_35","45","5",3.2,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048513"">GO:0048513</a>","animal organ development","Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.",0.004683252,2.33,"GO:0048513","blue","up","35","BP"
"blue_35","46","6",7,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007411"">GO:0007411</a>","axon guidance","The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues.",0.001490251,2.83,"GO:0007411","blue","up","35","BP"
"blue_35","47","6",6.61,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0097485"">GO:0097485</a>","neuron projection guidance","The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues.",0.0007257404,3.14,"GO:0097485","blue","up","35","BP"
"blue_35","48","6",7.59,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050770"">GO:0050770</a>","regulation of axonogenesis","Any process that modulates the frequency, rate or extent of axonogenesis, the generation of an axon, the long process of a neuron.",0.004765094,2.32,"GO:0050770","blue","up","35","BP"
"blue_35","49","6",9.83,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048668"">GO:0048668</a>","collateral sprouting","The process in which outgrowths develop from the shafts of existing axons.",0.00183619,2.74,"GO:0048668","blue","up","35","BP"
"blue_35","50","6",6.11,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007409"">GO:0007409</a>","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.",0.0007472681,3.13,"GO:0007409","blue","up","35","BP"
"blue_35","51","6",5.57,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048812"">GO:0048812</a>","neuron projection morphogenesis","The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites.",0.0007681946,3.11,"GO:0048812","blue","up","35","BP"
"blue_35","52","7",7.82,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030239"">GO:0030239</a>","myofibril assembly","Formation of myofibrils, the repeating units of striated muscle.",0.001541578,2.81,"GO:0030239","blue","up","35","BP"
"blue_35","53","7",5.26,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048858"">GO:0048858</a>","cell projection morphogenesis","The process in which the anatomical structures of a cell projection are generated and organized.",0.001132884,2.95,"GO:0048858","blue","up","35","BP"
"blue_35","54","7",5.4,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0120039"">GO:0120039</a>","plasma membrane bounded cell projection morphogenesis","The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized.",0.0009349784,3.03,"GO:0120039","blue","up","35","BP"
"blue_35","55","7",7.11,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010927"">GO:0010927</a>","cellular component assembly involved in morphogenesis","The cellular component assembly that is part of the initial shaping of the component during its developmental progression.",0.00467167,2.33,"GO:0010927","blue","up","35","BP"
"blue_35","56","7",4.95,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032989"">GO:0032989</a>","cellular anatomical entity morphogenesis","The process in which a cellular entity is generated and organized. A cellular entity has granularity above the level of a protein complex but below that of an anatomical system.",2.234046e-05,4.65,"GO:0032989","blue","up","35","BP"
"blue_35","57","8",8.57,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060119"">GO:0060119</a>","inner ear receptor cell development","The process whose specific outcome is the progression of an inner ear receptor cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.",0.00748043,2.13,"GO:0060119","blue","up","35","BP"
"blue_35","58","8",8.81,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042491"">GO:0042491</a>","inner ear auditory receptor cell differentiation","The process in which a relatively unspecialized inner cell acquires specialized features of an auditory hair cell.",0.002421468,2.62,"GO:0042491","blue","up","35","BP"
"blue_35","59","8",9.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060117"">GO:0060117</a>","auditory receptor cell development","The process whose specific outcome is the progression of an auditory receptor cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.",0.002522636,2.6,"GO:0060117","blue","up","35","BP"
